MSISDN,IMSI,ICCID,Pin1,Puk1
0901001682,417010001001682,8910300000010016821,1234,5678
0901001683,417010001001683,8910300000010016839,1234,5678
0901001684,417010001001684,8910300000010016847,1234,5678
0901001685,417010001001685,8910300000010016854,1234,5678
0901001686,417010001001686,8910300000010016862,1234,5678
0901001687,417010001001687,8910300000010016870,1234,5678
0901001688,417010001001688,8910300000010016888,1234,5678
0901001689,417010001001689,8910300000010016896,1234,5678
0901001690,417010001001690,8910300000010016904,1234,5678
0901001691,417010001001691,8910300000010016912,1234,5678
0901001692,417010001001692,8910300000010016920,1234,5678
0901001693,417010001001693,8910300000010016938,1234,5678
0901001694,417010001001694,8910300000010016946,1234,5678
0901001695,417010001001695,8910300000010016953,1234,5678
0901001696,417010001001696,8910300000010016961,1234,5678
0901001697,417010001001697,8910300000010016979,1234,5678
0901001698,417010001001698,8910300000010016987,1234,5678
0901001699,417010001001699,8910300000010016995,1234,5678
,,INVALID_ICCID,,
0901001701,417010001001701,8910300000010017019,1234,5678
0901001702,417010001001702,8910300000010017027,1234,5678
0901001703,417010001001703,8910300000010017035,1234,5678
0901001704,417010001001704,8910300000010017043,1234,5678
0901001705,417010001001705,8910300000010017050,1234,5678
0901001706,417010001001706,8910300000010017068,1234,5678
0901001707,417010001001707,8910300000010017076,1234,5678
0901001708,417010001001708,8910300000010017084,1234,5678
0901001709,417010001001709,8910300000010017092,1234,5678
0901001710,417010001001710,8910300000010017100,1234,5678
0901001711,417010001001711,8910300000010017118,1234,5678
0901001712,417010001001712,8910300000010017126,1234,5678
0901001713,417010001001713,8910300000010017134,1234,5678
0901001714,417010001001714,8910300000010017142,1234,5678
0901001715,417010001001715,8910300000010017159,1234,5678
0901001716,417010001001716,8910300000010017167,1234,5678
0901001717,417010001001717,8910300000010017175,1234,5678
0901001718,417010001001718,8910300000010017183,1234,5678
0901001719,417010001001719,8910300000010017191,1234,5678
0901001720,417010001001720,8910300000010017209,1234,5678
0901001721,417010001001721,8910300000010017217,1234,5678
0901001722,417010001001722,8910300000010017225,1234,5678
0901001723,417010001001723,8910300000010017233,1234,5678
0901001724,417010001001724,8910300000010017241,1234,5678
0901001725,417010001001725,8910300000010017258,1234,5678
0901001726,417010001001726,8910300000010017266,1234,5678
0901001727,417010001001727,8910300000010017274,1234,5678
0901001728,417010001001728,8910300000010017282,1234,5678
0901001729,417010001001729,8910300000010017290,1234,5678
0901001730,417010001001730,8910300000010017308,1234,5678
0901001731,417010001001731,8910300000010017316,1234,5678
0901001732,417010001001732,8910300000010017324,1234,5678
0901001733,417010001001733,8910300000010017332,1234,5678
0901001734,417010001001734,8910300000010017340,1234,5678
0901001735,417010001001735,8910300000010017357,1234,5678
0901001736,417010001001736,8910300000010017365,1234,5678
0901001737,417010001001737,8910300000010017373,1234,5678
0901001738,417010001001738,8910300000010017381,1234,5678
0901001739,417010001001739,8910300000010017399,1234,5678
0901001740,417010001001740,8910300000010017407,1234,5678
0901001741,417010001001741,8910300000010017415,1234,5678
0901001742,417010001001742,8910300000010017423,1234,5678
0901001743,417010001001743,8910300000010017431,1234,5678
0901001744,417010001001744,8910300000010017449,1234,5678
0901001745,417010001001745,8910300000010017456,1234,5678
0901001746,417010001001746,8910300000010017464,1234,5678
0901001747,417010001001747,8910300000010017472,1234,5678
0901001748,417010001001748,8910300000010017480,1234,5678
0901001749,417010001001749,8910300000010017498,1234,5678
0901001750,417010001001750,8910300000010017506,1234,5678
0901001751,417010001001751,8910300000010017514,1234,5678
0901001752,417010001001752,8910300000010017522,1234,5678
0901001753,417010001001753,8910300000010017530,1234,5678
0901001754,417010001001754,8910300000010017548,1234,5678
0901001755,417010001001755,8910300000010017555,1234,5678
0901001756,417010001001756,8910300000010017563,1234,5678
0901001757,417010001001757,8910300000010017571,1234,5678
0901001758,417010001001758,8910300000010017589,1234,5678
0901001759,417010001001759,8910300000010017597,1234,5678
0901001760,417010001001760,8910300000010017605,1234,5678
0901001761,417010001001761,8910300000010017613,1234,5678
0901001762,417010001001762,8910300000010017621,1234,5678
0901001763,417010001001763,8910300000010017639,1234,5678
0901001764,417010001001764,8910300000010017647,1234,5678
0901001765,417010001001765,8910300000010017654,1234,5678
0901001766,417010001001766,8910300000010017662,1234,5678
0901001767,417010001001767,8910300000010017670,1234,5678
0901001768,417010001001768,8910300000010017688,1234,5678
0901001769,417010001001769,8910300000010017696,1234,5678
0901001770,417010001001770,8910300000010017704,1234,5678
0901001771,417010001001771,8910300000010017712,1234,5678
0901001772,417010001001772,8910300000010017720,1234,5678
0901001773,417010001001773,8910300000010017738,1234,5678
0901001774,417010001001774,8910300000010017746,1234,5678
0901001775,417010001001775,8910300000010017753,1234,5678
0901001776,417010001001776,8910300000010017761,1234,5678
0901001777,417010001001777,8910300000010017779,1234,5678
0901001778,417010001001778,8910300000010017787,1234,5678
0901001779,417010001001779,8910300000010017795,1234,5678
0901001780,417010001001780,8910300000010017803,1234,5678
0901001781,417010001001781,8910300000010017811,1234,5678
0901001782,417010001001782,8910300000010017829,1234,5678
0901001783,417010001001783,8910300000010017837,1234,5678
0901001784,417010001001784,8910300000010017845,1234,5678
0901001785,417010001001785,8910300000010017852,1234,5678
0901001786,417010001001786,8910300000010017860,1234,5678
0901001787,417010001001787,8910300000010017878,1234,5678
0901001788,417010001001788,8910300000010017886,1234,5678
0901001789,417010001001789,8910300000010017894,1234,5678
0901001790,417010001001790,8910300000010017902,1234,5678
0901001791,417010001001791,8910300000010017910,1234,5678
0901001792,417010001001792,8910300000010017928,1234,5678
0901001793,417010001001793,8910300000010017936,1234,5678
0901001794,417010001001794,8910300000010017944,1234,5678
0901001795,417010001001795,8910300000010017951,1234,5678
0901001796,417010001001796,8910300000010017969,1234,5678
0901001797,417010001001797,8910300000010017977,1234,5678
0901001798,417010001001798,8910300000010017985,1234,5678
0901001799,417010001001799,8910300000010017993,1234,5678
,,INVALID_ICCID,,
0901001801,417010001001801,8910300000010018017,1234,5678
0901001802,417010001001802,8910300000010018025,1234,5678
0901001803,417010001001803,8910300000010018033,1234,5678
0901001804,417010001001804,8910300000010018041,1234,5678
0901001805,417010001001805,8910300000010018058,1234,5678
0901001806,417010001001806,8910300000010018066,1234,5678
0901001807,417010001001807,8910300000010018074,1234,5678
0901001808,417010001001808,8910300000010018082,1234,5678
0901001809,417010001001809,8910300000010018090,1234,5678
0901001810,417010001001810,8910300000010018108,1234,5678
0901001811,417010001001811,8910300000010018116,1234,5678
0901001812,417010001001812,8910300000010018124,1234,5678
0901001813,417010001001813,8910300000010018132,1234,5678
0901001814,417010001001814,8910300000010018140,1234,5678
0901001815,417010001001815,8910300000010018157,1234,5678
0901001816,417010001001816,8910300000010018165,1234,5678
0901001817,417010001001817,8910300000010018173,1234,5678
0901001818,417010001001818,8910300000010018181,1234,5678
0901001819,417010001001819,8910300000010018199,1234,5678
0901001820,417010001001820,8910300000010018207,1234,5678
0901001821,417010001001821,8910300000010018215,1234,5678
0901001822,417010001001822,8910300000010018223,1234,5678
0901001823,417010001001823,8910300000010018231,1234,5678
0901001824,417010001001824,8910300000010018249,1234,5678
0901001825,417010001001825,8910300000010018256,1234,5678
0901001826,417010001001826,8910300000010018264,1234,5678
0901001827,417010001001827,8910300000010018272,1234,5678
0901001828,417010001001828,8910300000010018280,1234,5678
0901001829,417010001001829,8910300000010018298,1234,5678
0901001830,417010001001830,8910300000010018306,1234,5678
0901001831,417010001001831,8910300000010018314,1234,5678
0901001832,417010001001832,8910300000010018322,1234,5678
0901001833,417010001001833,8910300000010018330,1234,5678
0901001834,417010001001834,8910300000010018348,1234,5678
0901001835,417010001001835,8910300000010018355,1234,5678
0901001836,417010001001836,8910300000010018363,1234,5678
0901001837,417010001001837,8910300000010018371,1234,5678
0901001838,417010001001838,8910300000010018389,1234,5678
0901001839,417010001001839,8910300000010018397,1234,5678
0901001840,417010001001840,8910300000010018405,1234,5678
0901001841,417010001001841,8910300000010018413,1234,5678
0901001842,417010001001842,8910300000010018421,1234,5678
0901001843,417010001001843,8910300000010018439,1234,5678
0901001844,417010001001844,8910300000010018447,1234,5678
0901001845,417010001001845,8910300000010018454,1234,5678
0901001846,417010001001846,8910300000010018462,1234,5678
0901001847,417010001001847,8910300000010018470,1234,5678
0901001848,417010001001848,8910300000010018488,1234,5678
0901001849,417010001001849,8910300000010018496,1234,5678
0901001850,417010001001850,8910300000010018504,1234,5678
0901001851,417010001001851,8910300000010018512,1234,5678
0901001852,417010001001852,8910300000010018520,1234,5678
0901001853,417010001001853,8910300000010018538,1234,5678
0901001854,417010001001854,8910300000010018546,1234,5678
0901001855,417010001001855,8910300000010018553,1234,5678
0901001856,417010001001856,8910300000010018561,1234,5678
0901001857,417010001001857,8910300000010018579,1234,5678
0901001858,417010001001858,8910300000010018587,1234,5678
0901001859,417010001001859,8910300000010018595,1234,5678
0901001860,417010001001860,8910300000010018603,1234,5678
0901001861,417010001001861,8910300000010018611,1234,5678
0901001862,417010001001862,8910300000010018629,1234,5678
0901001863,417010001001863,8910300000010018637,1234,5678
0901001864,417010001001864,8910300000010018645,1234,5678
0901001865,417010001001865,8910300000010018652,1234,5678
0901001866,417010001001866,8910300000010018660,1234,5678
0901001867,417010001001867,8910300000010018678,1234,5678
0901001868,417010001001868,8910300000010018686,1234,5678
0901001869,417010001001869,8910300000010018694,1234,5678
0901001870,417010001001870,8910300000010018702,1234,5678
0901001871,417010001001871,8910300000010018710,1234,5678
0901001872,417010001001872,8910300000010018728,1234,5678
0901001873,417010001001873,8910300000010018736,1234,5678
0901001874,417010001001874,8910300000010018744,1234,5678
0901001875,417010001001875,8910300000010018751,1234,5678
0901001876,417010001001876,8910300000010018769,1234,5678
0901001877,417010001001877,8910300000010018777,1234,5678
0901001878,417010001001878,8910300000010018785,1234,5678
0901001879,417010001001879,8910300000010018793,1234,5678
0901001880,417010001001880,8910300000010018801,1234,5678
0901001881,417010001001881,8910300000010018819,1234,5678
0901001882,417010001001882,8910300000010018827,1234,5678
0901001883,417010001001883,8910300000010018835,1234,5678
0901001884,417010001001884,8910300000010018843,1234,5678
0901001885,417010001001885,8910300000010018850,1234,5678
0901001886,417010001001886,8910300000010018868,1234,5678
0901001887,417010001001887,8910300000010018876,1234,5678
0901001888,417010001001888,8910300000010018884,1234,5678
0901001889,417010001001889,8910300000010018892,1234,5678
0901001890,417010001001890,8910300000010018900,1234,5678
0901001891,417010001001891,8910300000010018918,1234,5678
0901001892,417010001001892,8910300000010018926,1234,5678
0901001893,417010001001893,8910300000010018934,1234,5678
0901001894,417010001001894,8910300000010018942,1234,5678
0901001895,417010001001895,8910300000010018959,1234,5678
0901001896,417010001001896,8910300000010018967,1234,5678
0901001897,417010001001897,8910300000010018975,1234,5678
0901001898,417010001001898,8910300000010018983,1234,5678
0901001899,417010001001899,8910300000010018991,1234,5678
,,INVALID_ICCID,,
0901001901,417010001001901,8910300000010019015,1234,5678
0901001902,417010001001902,8910300000010019023,1234,5678
0901001903,417010001001903,8910300000010019031,1234,5678
0901001904,417010001001904,8910300000010019049,1234,5678
0901001905,417010001001905,8910300000010019056,1234,5678
0901001906,417010001001906,8910300000010019064,1234,5678
0901001907,417010001001907,8910300000010019072,1234,5678
0901001908,417010001001908,8910300000010019080,1234,5678
0901001909,417010001001909,8910300000010019098,1234,5678
0901001910,417010001001910,8910300000010019106,1234,5678
0901001911,417010001001911,8910300000010019114,1234,5678
0901001912,417010001001912,8910300000010019122,1234,5678
0901001913,417010001001913,8910300000010019130,1234,5678
0901001914,417010001001914,8910300000010019148,1234,5678
0901001915,417010001001915,8910300000010019155,1234,5678
0901001916,417010001001916,8910300000010019163,1234,5678
0901001917,417010001001917,8910300000010019171,1234,5678
0901001918,417010001001918,8910300000010019189,1234,5678
0901001919,417010001001919,8910300000010019197,1234,5678
0901001920,417010001001920,8910300000010019205,1234,5678
0901001921,417010001001921,8910300000010019213,1234,5678
0901001922,417010001001922,8910300000010019221,1234,5678
0901001923,417010001001923,8910300000010019239,1234,5678
0901001924,417010001001924,8910300000010019247,1234,5678
0901001925,417010001001925,8910300000010019254,1234,5678
0901001926,417010001001926,8910300000010019262,1234,5678
0901001927,417010001001927,8910300000010019270,1234,5678
0901001928,417010001001928,8910300000010019288,1234,5678
0901001929,417010001001929,8910300000010019296,1234,5678
0901001930,417010001001930,8910300000010019304,1234,5678
0901001931,417010001001931,8910300000010019312,1234,5678
0901001932,417010001001932,8910300000010019320,1234,5678
0901001933,417010001001933,8910300000010019338,1234,5678
0901001934,417010001001934,8910300000010019346,1234,5678
0901001935,417010001001935,8910300000010019353,1234,5678
0901001936,417010001001936,8910300000010019361,1234,5678
0901001937,417010001001937,8910300000010019379,1234,5678
0901001938,417010001001938,8910300000010019387,1234,5678
0901001939,417010001001939,8910300000010019395,1234,5678
0901001940,417010001001940,8910300000010019403,1234,5678
0901001941,417010001001941,8910300000010019411,1234,5678
0901001942,417010001001942,8910300000010019429,1234,5678
0901001943,417010001001943,8910300000010019437,1234,5678
0901001944,417010001001944,8910300000010019445,1234,5678
0901001945,417010001001945,8910300000010019452,1234,5678
0901001946,417010001001946,8910300000010019460,1234,5678
0901001947,417010001001947,8910300000010019478,1234,5678
0901001948,417010001001948,8910300000010019486,1234,5678
0901001949,417010001001949,8910300000010019494,1234,5678
0901001950,417010001001950,8910300000010019502,1234,5678
0901001951,417010001001951,8910300000010019510,1234,5678
0901001952,417010001001952,8910300000010019528,1234,5678
0901001953,417010001001953,8910300000010019536,1234,5678
0901001954,417010001001954,8910300000010019544,1234,5678
0901001955,417010001001955,8910300000010019551,1234,5678
0901001956,417010001001956,8910300000010019569,1234,5678
0901001957,417010001001957,8910300000010019577,1234,5678
0901001958,417010001001958,8910300000010019585,1234,5678
0901001959,417010001001959,8910300000010019593,1234,5678
0901001960,417010001001960,8910300000010019601,1234,5678
0901001961,417010001001961,8910300000010019619,1234,5678
0901001962,417010001001962,8910300000010019627,1234,5678
0901001963,417010001001963,8910300000010019635,1234,5678
0901001964,417010001001964,8910300000010019643,1234,5678
0901001965,417010001001965,8910300000010019650,1234,5678
0901001966,417010001001966,8910300000010019668,1234,5678
0901001967,417010001001967,8910300000010019676,1234,5678
0901001968,417010001001968,8910300000010019684,1234,5678
0901001969,417010001001969,8910300000010019692,1234,5678
0901001970,417010001001970,8910300000010019700,1234,5678
0901001971,417010001001971,8910300000010019718,1234,5678
0901001972,417010001001972,8910300000010019726,1234,5678
0901001973,417010001001973,8910300000010019734,1234,5678
0901001974,417010001001974,8910300000010019742,1234,5678
0901001975,417010001001975,8910300000010019759,1234,5678
0901001976,417010001001976,8910300000010019767,1234,5678
0901001977,417010001001977,8910300000010019775,1234,5678
0901001978,417010001001978,8910300000010019783,1234,5678
0901001979,417010001001979,8910300000010019791,1234,5678
0901001980,417010001001980,8910300000010019809,1234,5678
0901001981,417010001001981,8910300000010019817,1234,5678
0901001982,417010001001982,8910300000010019825,1234,5678
0901001983,417010001001983,8910300000010019833,1234,5678
0901001984,417010001001984,8910300000010019841,1234,5678
0901001985,417010001001985,8910300000010019858,1234,5678
0901001986,417010001001986,8910300000010019866,1234,5678
0901001987,417010001001987,8910300000010019874,1234,5678
0901001988,417010001001988,8910300000010019882,1234,5678
0901001989,417010001001989,8910300000010019890,1234,5678
0901001990,417010001001990,8910300000010019908,1234,5678
0901001991,417010001001991,8910300000010019916,1234,5678
0901001992,417010001001992,8910300000010019924,1234,5678
0901001993,417010001001993,8910300000010019932,1234,5678
0901001994,417010001001994,8910300000010019940,1234,5678
0901001995,417010001001995,8910300000010019957,1234,5678
0901001996,417010001001996,8910300000010019965,1234,5678
0901001997,417010001001997,8910300000010019973,1234,5678
0901001998,417010001001998,8910300000010019981,1234,5678
0901001999,417010001001999,8910300000010019999,1234,5678
,,INVALID_ICCID,,
0901002001,417010001002001,8910300000010020013,1234,5678
0901002002,417010001002002,8910300000010020021,1234,5678
0901002003,417010001002003,8910300000010020039,1234,5678
0901002004,417010001002004,8910300000010020047,1234,5678
0901002005,417010001002005,8910300000010020054,1234,5678
0901002006,417010001002006,8910300000010020062,1234,5678
0901002007,417010001002007,8910300000010020070,1234,5678
0901002008,417010001002008,8910300000010020088,1234,5678
0901002009,417010001002009,8910300000010020096,1234,5678
0901002010,417010001002010,8910300000010020104,1234,5678
0901002011,417010001002011,8910300000010020112,1234,5678
0901002012,417010001002012,8910300000010020120,1234,5678
0901002013,417010001002013,8910300000010020138,1234,5678
0901002014,417010001002014,8910300000010020146,1234,5678
0901002015,417010001002015,8910300000010020153,1234,5678
0901002016,417010001002016,8910300000010020161,1234,5678
0901002017,417010001002017,8910300000010020179,1234,5678
0901002018,417010001002018,8910300000010020187,1234,5678
0901002019,417010001002019,8910300000010020195,1234,5678
0901002020,417010001002020,8910300000010020203,1234,5678
0901002021,417010001002021,8910300000010020211,1234,5678
0901002022,417010001002022,8910300000010020229,1234,5678
0901002023,417010001002023,8910300000010020237,1234,5678
0901002024,417010001002024,8910300000010020245,1234,5678
0901002025,417010001002025,8910300000010020252,1234,5678
0901002026,417010001002026,8910300000010020260,1234,5678
0901002027,417010001002027,8910300000010020278,1234,5678
0901002028,417010001002028,8910300000010020286,1234,5678
0901002029,417010001002029,8910300000010020294,1234,5678
0901002030,417010001002030,8910300000010020302,1234,5678
0901002031,417010001002031,8910300000010020310,1234,5678
0901002032,417010001002032,8910300000010020328,1234,5678
0901002033,417010001002033,8910300000010020336,1234,5678
0901002034,417010001002034,8910300000010020344,1234,5678
0901002035,417010001002035,8910300000010020351,1234,5678
0901002036,417010001002036,8910300000010020369,1234,5678
0901002037,417010001002037,8910300000010020377,1234,5678
0901002038,417010001002038,8910300000010020385,1234,5678
0901002039,417010001002039,8910300000010020393,1234,5678
0901002040,417010001002040,8910300000010020401,1234,5678
0901002041,417010001002041,8910300000010020419,1234,5678
0901002042,417010001002042,8910300000010020427,1234,5678
0901002043,417010001002043,8910300000010020435,1234,5678
0901002044,417010001002044,8910300000010020443,1234,5678
0901002045,417010001002045,8910300000010020450,1234,5678
0901002046,417010001002046,8910300000010020468,1234,5678
0901002047,417010001002047,8910300000010020476,1234,5678
0901002048,417010001002048,8910300000010020484,1234,5678
0901002049,417010001002049,8910300000010020492,1234,5678
0901002050,417010001002050,8910300000010020500,1234,5678
0901002051,417010001002051,8910300000010020518,1234,5678
0901002052,417010001002052,8910300000010020526,1234,5678
0901002053,417010001002053,8910300000010020534,1234,5678
0901002054,417010001002054,8910300000010020542,1234,5678
0901002055,417010001002055,8910300000010020559,1234,5678
0901002056,417010001002056,8910300000010020567,1234,5678
0901002057,417010001002057,8910300000010020575,1234,5678
0901002058,417010001002058,8910300000010020583,1234,5678
0901002059,417010001002059,8910300000010020591,1234,5678
0901002060,417010001002060,8910300000010020609,1234,5678
0901002061,417010001002061,8910300000010020617,1234,5678
0901002062,417010001002062,8910300000010020625,1234,5678
0901002063,417010001002063,8910300000010020633,1234,5678
0901002064,417010001002064,8910300000010020641,1234,5678
0901002065,417010001002065,8910300000010020658,1234,5678
0901002066,417010001002066,8910300000010020666,1234,5678
0901002067,417010001002067,8910300000010020674,1234,5678
0901002068,417010001002068,8910300000010020682,1234,5678
0901002069,417010001002069,8910300000010020690,1234,5678
0901002070,417010001002070,8910300000010020708,1234,5678
0901002071,417010001002071,8910300000010020716,1234,5678
0901002072,417010001002072,8910300000010020724,1234,5678
0901002073,417010001002073,8910300000010020732,1234,5678
0901002074,417010001002074,8910300000010020740,1234,5678
0901002075,417010001002075,8910300000010020757,1234,5678
0901002076,417010001002076,8910300000010020765,1234,5678
0901002077,417010001002077,8910300000010020773,1234,5678
0901002078,417010001002078,8910300000010020781,1234,5678
0901002079,417010001002079,8910300000010020799,1234,5678
0901002080,417010001002080,8910300000010020807,1234,5678
0901002081,417010001002081,8910300000010020815,1234,5678
0901002082,417010001002082,8910300000010020823,1234,5678
0901002083,417010001002083,8910300000010020831,1234,5678
0901002084,417010001002084,8910300000010020849,1234,5678
0901002085,417010001002085,8910300000010020856,1234,5678
0901002086,417010001002086,8910300000010020864,1234,5678
0901002087,417010001002087,8910300000010020872,1234,5678
0901002088,417010001002088,8910300000010020880,1234,5678
0901002089,417010001002089,8910300000010020898,1234,5678
0901002090,417010001002090,8910300000010020906,1234,5678
0901002091,417010001002091,8910300000010020914,1234,5678
0901002092,417010001002092,8910300000010020922,1234,5678
0901002093,417010001002093,8910300000010020930,1234,5678
0901002094,417010001002094,8910300000010020948,1234,5678
0901002095,417010001002095,8910300000010020955,1234,5678
0901002096,417010001002096,8910300000010020963,1234,5678
0901002097,417010001002097,8910300000010020971,1234,5678
0901002098,417010001002098,8910300000010020989,1234,5678
0901002099,417010001002099,8910300000010020997,1234,5678
,,INVALID_ICCID,,
0901002101,417010001002101,8910300000010021011,1234,5678
0901002102,417010001002102,8910300000010021029,1234,5678
0901002103,417010001002103,8910300000010021037,1234,5678
0901002104,417010001002104,8910300000010021045,1234,5678
0901002105,417010001002105,8910300000010021052,1234,5678
0901002106,417010001002106,8910300000010021060,1234,5678
0901002107,417010001002107,8910300000010021078,1234,5678
0901002108,417010001002108,8910300000010021086,1234,5678
0901002109,417010001002109,8910300000010021094,1234,5678
0901002110,417010001002110,8910300000010021102,1234,5678
0901002111,417010001002111,8910300000010021110,1234,5678
0901002112,417010001002112,8910300000010021128,1234,5678
0901002113,417010001002113,8910300000010021136,1234,5678
0901002114,417010001002114,8910300000010021144,1234,5678
0901002115,417010001002115,8910300000010021151,1234,5678
0901002116,417010001002116,8910300000010021169,1234,5678
0901002117,417010001002117,8910300000010021177,1234,5678
0901002118,417010001002118,8910300000010021185,1234,5678
0901002119,417010001002119,8910300000010021193,1234,5678
0901002120,417010001002120,8910300000010021201,1234,5678
0901002121,417010001002121,8910300000010021219,1234,5678
0901002122,417010001002122,8910300000010021227,1234,5678
0901002123,417010001002123,8910300000010021235,1234,5678
0901002124,417010001002124,8910300000010021243,1234,5678
0901002125,417010001002125,8910300000010021250,1234,5678
0901002126,417010001002126,8910300000010021268,1234,5678
0901002127,417010001002127,8910300000010021276,1234,5678
0901002128,417010001002128,8910300000010021284,1234,5678
0901002129,417010001002129,8910300000010021292,1234,5678
0901002130,417010001002130,8910300000010021300,1234,5678
0901002131,417010001002131,8910300000010021318,1234,5678
0901002132,417010001002132,8910300000010021326,1234,5678
0901002133,417010001002133,8910300000010021334,1234,5678
0901002134,417010001002134,8910300000010021342,1234,5678
0901002135,417010001002135,8910300000010021359,1234,5678
0901002136,417010001002136,8910300000010021367,1234,5678
0901002137,417010001002137,8910300000010021375,1234,5678
0901002138,417010001002138,8910300000010021383,1234,5678
0901002139,417010001002139,8910300000010021391,1234,5678
0901002140,417010001002140,8910300000010021409,1234,5678
0901002141,417010001002141,8910300000010021417,1234,5678
0901002142,417010001002142,8910300000010021425,1234,5678
0901002143,417010001002143,8910300000010021433,1234,5678
0901002144,417010001002144,8910300000010021441,1234,5678
0901002145,417010001002145,8910300000010021458,1234,5678
0901002146,417010001002146,8910300000010021466,1234,5678
0901002147,417010001002147,8910300000010021474,1234,5678
0901002148,417010001002148,8910300000010021482,1234,5678
0901002149,417010001002149,8910300000010021490,1234,5678
0901002150,417010001002150,8910300000010021508,1234,5678
0901002151,417010001002151,8910300000010021516,1234,5678
0901002152,417010001002152,8910300000010021524,1234,5678
0901002153,417010001002153,8910300000010021532,1234,5678
0901002154,417010001002154,8910300000010021540,1234,5678
0901002155,417010001002155,8910300000010021557,1234,5678
0901002156,417010001002156,8910300000010021565,1234,5678
0901002157,417010001002157,8910300000010021573,1234,5678
0901002158,417010001002158,8910300000010021581,1234,5678
0901002159,417010001002159,8910300000010021599,1234,5678
0901002160,417010001002160,8910300000010021607,1234,5678
0901002161,417010001002161,8910300000010021615,1234,5678
0901002162,417010001002162,8910300000010021623,1234,5678
0901002163,417010001002163,8910300000010021631,1234,5678
0901002164,417010001002164,8910300000010021649,1234,5678
0901002165,417010001002165,8910300000010021656,1234,5678
0901002166,417010001002166,8910300000010021664,1234,5678
0901002167,417010001002167,8910300000010021672,1234,5678
0901002168,417010001002168,8910300000010021680,1234,5678
0901002169,417010001002169,8910300000010021698,1234,5678
0901002170,417010001002170,8910300000010021706,1234,5678
0901002171,417010001002171,8910300000010021714,1234,5678
0901002172,417010001002172,8910300000010021722,1234,5678
0901002173,417010001002173,8910300000010021730,1234,5678
0901002174,417010001002174,8910300000010021748,1234,5678
0901002175,417010001002175,8910300000010021755,1234,5678
0901002176,417010001002176,8910300000010021763,1234,5678
0901002177,417010001002177,8910300000010021771,1234,5678
0901002178,417010001002178,8910300000010021789,1234,5678
0901002179,417010001002179,8910300000010021797,1234,5678
0901002180,417010001002180,8910300000010021805,1234,5678
0901002181,417010001002181,8910300000010021813,1234,5678
0901002182,417010001002182,8910300000010021821,1234,5678
0901002183,417010001002183,8910300000010021839,1234,5678
0901002184,417010001002184,8910300000010021847,1234,5678
0901002185,417010001002185,8910300000010021854,1234,5678
0901002186,417010001002186,8910300000010021862,1234,5678
0901002187,417010001002187,8910300000010021870,1234,5678
0901002188,417010001002188,8910300000010021888,1234,5678
0901002189,417010001002189,8910300000010021896,1234,5678
0901002190,417010001002190,8910300000010021904,1234,5678
0901002191,417010001002191,8910300000010021912,1234,5678
0901002192,417010001002192,8910300000010021920,1234,5678
0901002193,417010001002193,8910300000010021938,1234,5678
0901002194,417010001002194,8910300000010021946,1234,5678
0901002195,417010001002195,8910300000010021953,1234,5678
0901002196,417010001002196,8910300000010021961,1234,5678
0901002197,417010001002197,8910300000010021979,1234,5678
0901002198,417010001002198,8910300000010021987,1234,5678
0901002199,417010001002199,8910300000010021995,1234,5678
,,INVALID_ICCID,,
0901002201,417010001002201,8910300000010022019,1234,5678
0901002202,417010001002202,8910300000010022027,1234,5678
0901002203,417010001002203,8910300000010022035,1234,5678
0901002204,417010001002204,8910300000010022043,1234,5678
0901002205,417010001002205,8910300000010022050,1234,5678
0901002206,417010001002206,8910300000010022068,1234,5678
0901002207,417010001002207,8910300000010022076,1234,5678
0901002208,417010001002208,8910300000010022084,1234,5678
0901002209,417010001002209,8910300000010022092,1234,5678
0901002210,417010001002210,8910300000010022100,1234,5678
0901002211,417010001002211,8910300000010022118,1234,5678
0901002212,417010001002212,8910300000010022126,1234,5678
0901002213,417010001002213,8910300000010022134,1234,5678
0901002214,417010001002214,8910300000010022142,1234,5678
0901002215,417010001002215,8910300000010022159,1234,5678
0901002216,417010001002216,8910300000010022167,1234,5678
0901002217,417010001002217,8910300000010022175,1234,5678
0901002218,417010001002218,8910300000010022183,1234,5678
0901002219,417010001002219,8910300000010022191,1234,5678
0901002220,417010001002220,8910300000010022209,1234,5678
0901002221,417010001002221,8910300000010022217,1234,5678
0901002222,417010001002222,8910300000010022225,1234,5678
0901002223,417010001002223,8910300000010022233,1234,5678
0901002224,417010001002224,8910300000010022241,1234,5678
0901002225,417010001002225,8910300000010022258,1234,5678
0901002226,417010001002226,8910300000010022266,1234,5678
0901002227,417010001002227,8910300000010022274,1234,5678
0901002228,417010001002228,8910300000010022282,1234,5678
0901002229,417010001002229,8910300000010022290,1234,5678
0901002230,417010001002230,8910300000010022308,1234,5678
0901002231,417010001002231,8910300000010022316,1234,5678
0901002232,417010001002232,8910300000010022324,1234,5678
0901002233,417010001002233,8910300000010022332,1234,5678
0901002234,417010001002234,8910300000010022340,1234,5678
0901002235,417010001002235,8910300000010022357,1234,5678
0901002236,417010001002236,8910300000010022365,1234,5678
0901002237,417010001002237,8910300000010022373,1234,5678
0901002238,417010001002238,8910300000010022381,1234,5678
0901002239,417010001002239,8910300000010022399,1234,5678
0901002240,417010001002240,8910300000010022407,1234,5678
0901002241,417010001002241,8910300000010022415,1234,5678
0901002242,417010001002242,8910300000010022423,1234,5678
